education,hours-per-week,sex,age,race,workclass,Major_Group
Bachelors,40,Female,30,Black,Private,Business
HS-grad,60,Male,58,White,Self-emp-not-inc,Other
HS-grad,14,Female,19,White,Private,Other
Bachelors,40,Male,21,White,Private,Other
Bachelors,60,Male,33,White,Private,Business
Less than HS,50,Male,47,White,Self-emp-inc,Other
Doctorate,60,Male,52,White,Self-emp-not-inc,Other
HS-grad,55,Male,26,White,Private,Other
HS-grad,40,Male,60,White,Private,Other
Some-college,40,Male,21,White,Private,Other
Some-college,50,Male,36,White,Private,Business
Some-college,45,Male,31,White,Private,Engineering
Doctorate,40,Male,50,White,Self-emp-inc,Other
HS-grad,40,Female,31,White,Local-gov,Other
HS-grad,15,Male,71,White,Private,Other
Bachelors,40,Male,30,White,State-gov,Engineering
Some-college,20,Male,20,White,Private,Other
HS-grad,50,Male,24,White,Private,Other
Doctorate,40,Male,35,Asian-Pac-Islander,Private,Other
Some-college,45,Female,38,White,State-gov,Business
HS-grad,32,Female,27,White,Private,Other
Some-college,40,Female,29,Asian-Pac-Islander,State-gov,Business
HS-grad,45,Male,34,White,Private,Other
Less than HS,35,Male,44,White,Private,Other
HS-grad,40,Male,43,White,Private,Other
Less than HS,40,Male,44,Black,Self-emp-not-inc,Other
Masters,60,Male,35,White,Private,Other
Some-college,40,Male,27,White,Private,Health
Masters,38,Male,43,White,Local-gov,Health
Some-college,25,Female,20,White,Private,Business
Assoc-acdm,40,Female,42,White,Private,Industrial Arts & Consumer Services
Some-college,40,Male,27,White,State-gov,Other
HS-grad,40,Male,42,Black,Private,Other
Less than HS,40,Male,24,White,Private,Other
Some-college,40,Male,48,White,Federal-gov,Business
Less than HS,10,Male,17,White,Self-emp-not-inc,Other
Bachelors,40,Male,33,White,Private,Business
HS-grad,50,Male,50,White,Self-emp-inc,Other
HS-grad,40,Female,22,White,Private,Other
Less than HS,16,Male,17,White,Private,Other
Some-college,40,Male,32,White,Private,Business
HS-grad,45,Male,31,White,Private,Other
HS-grad,50,Male,58,White,Self-emp-not-inc,Other
HS-grad,48,Male,29,White,Local-gov,Other
Assoc-voc,40,Male,37,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,34,White,Self-emp-not-inc,Other
Some-college,40,Male,23,Black,Local-gov,Business
Less than HS,5,Female,18,White,State-gov,Other
HS-grad,40,Female,34,White,Private,Other
Bachelors,55,Female,45,White,Local-gov,Health
Masters,35,Male,41,White,Private,Other
HS-grad,30,Male,26,White,Private,Other
Some-college,40,Male,54,White,Local-gov,Other
Some-college,45,Female,24,Black,Private,Other
Some-college,50,Male,42,White,Private,Health
Some-college,20,Male,20,White,Private,Health
Bachelors,20,Female,23,White,State-gov,Engineering
Masters,60,Male,35,White,Private,Health
Masters,40,Male,31,White,Private,Other
Bachelors,40,Female,30,White,Private,Health
HS-grad,20,Female,19,White,Private,Other
Bachelors,50,Male,36,White,Local-gov,Health
Bachelors,40,Female,31,White,Private,Business
Some-college,30,Male,21,White,Private,Other
Some-college,40,Male,31,White,Self-emp-not-inc,Engineering
Doctorate,65,Female,46,White,Private,Other
Bachelors,50,Female,44,White,Private,Business
Less than HS,40,Male,40,Black,Private,Other
Some-college,40,Male,45,Black,Private,Business
HS-grad,35,Male,60,White,Private,Other
Less than HS,25,Male,18,White,Private,Other
Bachelors,40,Male,28,White,Private,Health
Some-college,40,Female,36,Black,Private,Business
Assoc-voc,40,Male,40,White,Private,Industrial Arts & Consumer Services
Bachelors,35,Female,36,White,Local-gov,Business
HS-grad,40,Female,31,Black,Private,Other
HS-grad,40,Male,33,White,Private,Other
HS-grad,40,Female,19,White,State-gov,Other
Some-college,15,Female,22,White,Private,Business
Bachelors,45,Male,34,White,Private,Business
HS-grad,40,Male,33,White,Private,Other
HS-grad,60,Male,41,White,Private,Other
Bachelors,40,Male,29,White,Private,Health
HS-grad,42,Male,50,White,Local-gov,Other
Bachelors,45,Male,42,White,Private,Business
HS-grad,40,Female,44,White,Private,Other
Some-college,20,Female,20,White,Private,Other
HS-grad,40,Male,31,White,Private,Other
Some-college,24,Female,23,White,Private,Other
Some-college,40,Female,55,Asian-Pac-Islander,Private,Business
Assoc-voc,45,Male,26,White,Private,Industrial Arts & Consumer Services
Assoc-voc,15,Female,25,White,Private,Industrial Arts & Consumer Services
Some-college,40,Male,35,White,Private,Engineering
Some-college,36,Female,36,Black,Private,Business
Bachelors,50,Male,43,White,State-gov,Health
HS-grad,20,Female,56,Black,Private,Other
Bachelors,40,Male,42,White,Private,Engineering
Some-college,25,Female,19,White,Private,Other
HS-grad,72,Male,55,White,Self-emp-not-inc,Other
Masters,50,Female,42,White,Private,Other
Assoc-voc,40,Male,26,White,Private,Industrial Arts & Consumer Services
Less than HS,20,Male,17,White,Private,Other
Bachelors,40,Female,42,White,Local-gov,Health
HS-grad,40,Male,55,White,Private,Other
Some-college,40,Female,32,Black,Private,Business
Less than HS,40,Male,29,Black,Private,Other
Bachelors,37,Male,46,White,State-gov,Health
Bachelors,40,Male,29,White,State-gov,Business
Bachelors,20,Male,22,White,Private,Health
Less than HS,40,Male,58,White,Self-emp-not-inc,Other
HS-grad,50,Male,23,White,Private,Other
HS-grad,40,Male,39,White,Private,Other
Assoc-voc,38,Male,27,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,54,White,Private,Other
Bachelors,45,Female,33,White,Local-gov,Health
HS-grad,40,Female,46,White,Federal-gov,Other
HS-grad,40,Male,37,Black,Private,Other
HS-grad,18,Female,36,White,Private,Other
HS-grad,38,Female,59,White,Local-gov,Other
HS-grad,40,Male,34,White,Local-gov,Other
Doctorate,70,Male,53,White,Self-emp-inc,Other
Bachelors,55,Male,51,White,Private,Business
Less than HS,42,Female,32,White,Private,Other
Some-college,40,Male,31,White,State-gov,Other
Some-college,30,Female,22,White,Private,Business
Bachelors,50,Female,47,White,Self-emp-not-inc,Business
HS-grad,40,Male,32,White,Private,Other
Some-college,38,Female,26,White,Private,Other
Less than HS,32,Male,37,White,Private,Other
HS-grad,55,Male,31,White,Private,Other
Assoc-voc,24,Female,37,White,Private,Industrial Arts & Consumer Services
HS-grad,38,Male,55,White,Private,Other
Assoc-voc,56,Male,23,White,Local-gov,Industrial Arts & Consumer Services
Some-college,40,Female,36,White,Private,Business
Bachelors,50,Male,43,White,Private,Business
Some-college,40,Male,54,White,Private,Engineering
Assoc-voc,42,Female,28,White,Private,Industrial Arts & Consumer Services
Assoc-voc,50,Male,40,White,Private,Industrial Arts & Consumer Services
Some-college,60,Male,41,White,Self-emp-not-inc,Business
Bachelors,55,Female,40,Other,Private,Business
Some-college,38,Female,42,Black,Private,Business
HS-grad,50,Male,61,White,Self-emp-not-inc,Other
Less than HS,30,Male,18,White,Private,Other
Assoc-voc,50,Male,48,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,41,White,Self-emp-inc,Engineering
HS-grad,40,Female,23,White,Private,Other
HS-grad,60,Male,60,White,Private,Other
Some-college,20,Male,22,Black,Private,Other
HS-grad,40,Male,61,White,Private,Other
HS-grad,40,Male,25,Black,Private,Other
Masters,35,Male,46,White,Private,Other
Bachelors,40,Male,43,White,Private,Business
Assoc-acdm,40,Male,43,White,Private,Industrial Arts & Consumer Services
HS-grad,30,Male,24,Black,Private,Other
Less than HS,20,Male,68,White,Self-emp-not-inc,Other
HS-grad,38,Female,31,White,Private,Other
Less than HS,20,Female,17,White,Private,Other
HS-grad,48,Male,32,White,Private,Other
Bachelors,47,Male,33,White,Private,Health
Bachelors,40,Male,64,White,Private,Health
HS-grad,30,Male,20,White,Private,Other
HS-grad,36,Female,30,White,Private,Other
Some-college,45,Male,43,White,Private,Business
Some-college,40,Male,22,White,Private,Business
Less than HS,20,Male,17,White,Private,Other
HS-grad,75,Female,47,White,Self-emp-not-inc,Other
Assoc-voc,60,Female,41,White,Private,Industrial Arts & Consumer Services
Some-college,50,Male,56,White,Private,Engineering
HS-grad,45,Male,64,White,Private,Other
HS-grad,50,Male,47,White,Private,Other
Assoc-voc,40,Male,48,White,Private,Industrial Arts & Consumer Services
Masters,46,Female,31,White,Private,Health
Assoc-voc,40,Male,29,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Female,30,White,Private,Other
HS-grad,60,Male,32,White,Private,Other
HS-grad,42,Male,57,White,Private,Other
HS-grad,40,Female,62,White,Private,Other
HS-grad,24,Female,39,White,Private,Other
Some-college,25,Male,43,White,Private,Business
Bachelors,40,Male,24,White,Self-emp-inc,Business
Some-college,40,Female,53,White,Private,Business
Some-college,40,Male,26,White,Private,Other
HS-grad,40,Male,73,White,Self-emp-not-inc,Other
HS-grad,40,Male,55,White,Private,Other
HS-grad,40,Male,25,White,Private,Other
Bachelors,50,Female,41,White,Private,Health
Bachelors,50,Male,24,White,Private,Business
HS-grad,6,Male,63,White,Private,Other
Less than HS,20,Male,17,White,Private,Other
Some-college,50,Male,35,White,Private,Engineering
Some-college,40,Male,51,White,Private,Health
Bachelors,48,Female,62,White,Local-gov,Health
HS-grad,40,Male,55,White,Private,Other
Some-college,40,Male,43,White,Private,Health
HS-grad,50,Female,40,White,Local-gov,Other
Bachelors,45,Male,37,White,Private,Business
Bachelors,40,Male,39,White,Private,Engineering
HS-grad,18,Male,31,White,Private,Other
Masters,40,Female,61,White,Private,Health
Assoc-voc,55,Female,26,White,Private,Industrial Arts & Consumer Services
HS-grad,50,Male,46,White,Self-emp-not-inc,Other
Bachelors,40,Female,26,White,Private,Health
Doctorate,50,Male,48,White,State-gov,Other
HS-grad,40,Male,34,White,Private,Other
HS-grad,40,Female,34,White,Local-gov,Other
HS-grad,40,Male,59,White,Private,Other
Bachelors,40,Female,34,White,Private,Health
Bachelors,56,Female,49,White,Private,Business
Less than HS,20,Female,18,White,Private,Other
HS-grad,40,Male,43,White,Private,Other
Less than HS,50,Male,48,White,Private,Other
Some-college,70,Male,28,White,Self-emp-inc,Business
HS-grad,40,Male,33,White,Private,Other
Some-college,15,Female,24,White,Private,Business
Less than HS,40,Male,21,White,Private,Other
Less than HS,28,Male,17,White,Private,Other
Some-college,50,Male,39,White,Private,Other
Bachelors,40,Male,29,White,Self-emp-not-inc,Health
Bachelors,40,Male,44,White,Private,Business
Some-college,50,Male,24,White,Private,Other
Masters,40,Male,71,White,Self-emp-not-inc,Other
Bachelors,40,Male,51,Asian-Pac-Islander,Self-emp-not-inc,Business
Less than HS,25,Male,55,Black,Private,Other
Bachelors,60,Male,41,White,Private,Business
HS-grad,7,Female,23,Black,Private,Other
Assoc-voc,40,Female,38,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,39,White,Private,Other
HS-grad,30,Female,19,White,Private,Other
Less than HS,40,Female,49,White,Private,Other
Bachelors,40,Male,32,White,Private,Business
HS-grad,70,Male,27,White,Private,Other
Bachelors,50,Male,38,White,Private,Business
Some-college,60,Female,33,White,Private,Engineering
Bachelors,28,Male,23,White,Private,Business
HS-grad,40,Male,54,Black,Self-emp-not-inc,Other
Assoc-voc,45,Female,29,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,35,White,Self-emp-not-inc,Business
Assoc-voc,40,Female,28,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services
Bachelors,50,Male,37,White,Private,Health
Prof-school,65,Male,42,White,Self-emp-not-inc,Law & Public Policy
Masters,40,Male,40,White,Private,Health
Some-college,55,Male,47,White,Private,Business
Bachelors,50,Female,22,White,Private,Business
Bachelors,45,Male,30,White,Private,Business
HS-grad,40,Male,28,White,Private,Other
Less than HS,55,Male,63,White,Local-gov,Other
Less than HS,20,Male,51,White,Self-emp-not-inc,Other
HS-grad,40,Female,22,White,Private,Other
HS-grad,45,Male,35,White,Private,Other
HS-grad,38,Female,46,White,Private,Other
Some-college,52,Male,37,White,Private,Other
Bachelors,15,Male,24,Black,Private,Health
HS-grad,10,Male,37,White,Self-emp-not-inc,Other
Some-college,40,Male,53,White,Private,Engineering
HS-grad,30,Male,27,White,Private,Other
Some-college,44,Male,38,White,Private,Engineering
Less than HS,60,Male,53,White,Self-emp-not-inc,Other
Some-college,40,Male,34,White,Private,Engineering
HS-grad,40,Male,23,Black,Private,Other
Bachelors,45,Male,39,White,Private,Business
Masters,50,Female,43,Asian-Pac-Islander,Private,Health
HS-grad,40,Male,67,Asian-Pac-Islander,Self-emp-inc,Other
HS-grad,30,Male,81,White,Self-emp-not-inc,Other
Some-college,20,Male,21,White,Private,Other
Some-college,25,Male,23,White,Private,Business
Some-college,40,Male,25,White,Private,Other
Less than HS,38,Female,42,White,Private,Other
Some-college,40,Female,38,Black,Private,Business
HS-grad,40,Male,32,White,Private,Other
HS-grad,40,Male,37,White,Private,Other
Masters,60,Male,51,White,Private,Other
Some-college,42,Female,22,White,Private,Business
Less than HS,40,Female,33,White,Private,Other
HS-grad,55,Male,42,White,Private,Other
Less than HS,40,Male,51,White,Local-gov,Other
HS-grad,40,Female,23,White,Private,Other
Less than HS,44,Male,37,White,Private,Other
HS-grad,99,Male,37,White,Private,Other
Masters,25,Female,47,White,Private,Health
Prof-school,40,Male,41,White,Private,Law & Public Policy
HS-grad,30,Male,33,White,Private,Other
Bachelors,40,Male,31,White,Private,Business
Assoc-acdm,40,Female,31,Amer-Indian-Eskimo,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,35,Black,Private,Other
HS-grad,40,Male,38,White,Self-emp-inc,Other
HS-grad,45,Female,18,White,Private,Other
HS-grad,40,Male,20,White,Private,Other
Some-college,35,Female,54,Black,Local-gov,Business
Some-college,40,Female,40,White,Private,Business
Bachelors,45,Female,36,White,Self-emp-inc,Business
Some-college,35,Male,43,White,Private,Engineering
Some-college,40,Male,44,White,Self-emp-not-inc,Other
HS-grad,40,Female,44,White,State-gov,Other
Masters,43,Male,43,White,Private,Other
Less than HS,40,Female,51,Black,Private,Other
HS-grad,20,Female,18,White,Private,Other
Some-college,40,Male,51,White,Private,Business
Some-college,70,Male,44,White,Self-emp-inc,Business
Less than HS,40,Male,33,White,Local-gov,Other
Bachelors,40,Male,33,White,Self-emp-not-inc,Business
Assoc-acdm,40,Male,42,White,Private,Industrial Arts & Consumer Services
Some-college,45,Male,25,White,Private,Health
HS-grad,38,Female,32,White,Private,Other
Bachelors,70,Male,32,White,Private,Engineering
Less than HS,40,Female,36,White,Private,Other
HS-grad,40,Male,28,White,Private,Other
HS-grad,20,Female,20,White,Private,Other
Some-college,60,Male,35,White,Self-emp-inc,Business
HS-grad,20,Male,55,White,Self-emp-not-inc,Other
Bachelors,40,Male,48,Asian-Pac-Islander,Private,Business
HS-grad,35,Male,34,White,Private,Other
Bachelors,35,Female,28,White,Private,Engineering
Bachelors,40,Male,67,White,Private,Business
HS-grad,40,Male,37,White,Private,Other
HS-grad,70,Male,44,White,Private,Other
Some-college,40,Female,25,White,Private,Business
Some-college,40,Female,21,White,Private,Business
Masters,35,Male,40,White,State-gov,Health
HS-grad,40,Female,78,Black,Private,Other
HS-grad,40,Male,34,White,Private,Other
HS-grad,44,Female,49,White,Private,Other
Assoc-acdm,40,Female,22,White,Private,Industrial Arts & Consumer Services
HS-grad,42,Male,60,White,Self-emp-not-inc,Other
HS-grad,40,Male,45,White,Local-gov,Other
Assoc-voc,20,Female,63,White,Private,Industrial Arts & Consumer Services
HS-grad,35,Female,41,Black,Private,Other
HS-grad,40,Female,47,White,Private,Other
HS-grad,40,Male,44,White,Private,Other
Some-college,40,Female,51,White,Private,Health
Bachelors,40,Male,46,White,Private,Business
Assoc-voc,40,Male,41,White,Private,Industrial Arts & Consumer Services
HS-grad,30,Male,50,White,Self-emp-not-inc,Other
HS-grad,50,Male,47,White,Private,Other
HS-grad,45,Male,35,White,Private,Other
HS-grad,55,Male,56,White,Private,Other
Masters,45,Male,45,White,Private,Health
Bachelors,58,Male,48,White,Federal-gov,Business
Some-college,40,Male,40,White,Private,Other
Bachelors,50,Male,39,White,Self-emp-inc,Business
Some-college,40,Male,20,White,Private,Other
Doctorate,65,Male,50,White,Private,Other
HS-grad,40,Female,38,White,State-gov,Other
Bachelors,60,Female,23,White,Local-gov,Health
HS-grad,16,Male,31,White,Private,Other
Bachelors,40,Male,58,White,Private,Business
HS-grad,40,Male,66,Black,Private,Other
HS-grad,40,Male,39,White,Self-emp-inc,Other
HS-grad,52,Male,54,White,Self-emp-not-inc,Other
Some-college,50,Male,26,White,Private,Business
HS-grad,40,Female,51,White,Private,Other
Assoc-voc,40,Male,34,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,50,White,Private,Other
Some-college,44,Male,42,White,Private,Health
Masters,25,Male,38,White,Private,Health
Less than HS,40,Male,48,White,Private,Other
Assoc-voc,40,Female,33,White,Private,Industrial Arts & Consumer Services
HS-grad,32,Female,51,White,Private,Other
HS-grad,40,Male,22,White,Private,Other
Some-college,50,Male,41,White,Private,Engineering
Masters,35,Male,48,White,Local-gov,Health
HS-grad,30,Female,42,White,Private,Other
Some-college,40,Male,34,White,Private,Other
HS-grad,40,Female,23,Black,Private,Other
HS-grad,50,Male,56,White,Private,Other
HS-grad,55,Male,45,White,Private,Other
Less than HS,40,Female,48,White,Private,Other
Masters,50,Male,48,Asian-Pac-Islander,Self-emp-inc,Other
Assoc-voc,40,Female,31,White,Private,Industrial Arts & Consumer Services
Assoc-acdm,20,Male,20,White,State-gov,Industrial Arts & Consumer Services
